SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1712681482.429045, , , , , , -11.243649, , , 
1712681482.459338, , , , , , -11.419302, , , 
1712681482.489626, , , , , , -11.562869, , , 
1712681482.520011, , , , , , -11.667004, , , 
1712681482.550258, , , , , , -11.705505, , , 
1712681482.580543, , , , , , -11.680114, , , 
1712681482.610959, , , , , , -11.581618, , , 
1712681482.641157, , , , , , -11.435312, , , 
1712681482.671457, , , , , , -11.254370, , , 
1712681482.701754, , , , , , -10.988770, , , 
1712681482.732059, , , , , , -10.806481, , , 
1712681482.762374, , , , , , -10.655441, , , 
1712681482.792653, , , , , , -10.545365, , , 
1712681482.823061, , , , , , -10.486066, , , 
1712681482.853266, , , , , , -10.494977, , , 
1712681482.883565, , , , , , -10.564875, , , 
1712681482.913953, , , , , , -10.687479, , , 
1712681482.944175, , , , , , -10.845856, , , 
1712681482.974562, , , , , , -11.027324, , , 
1712681483.004930, , , , , , -11.208093, , , 
1712681483.035083, , , , , , -11.373588, , , 
1712681483.065451, , , , , , -11.502837, , , 
1712681483.095676, , , , , , -11.578146, , , 
1712681483.126067, , , , , , -11.590629, , , 
1712681483.156296, , , , , , -11.539211, , , 
1712681483.186587, , , , , , -11.423193, , , 
1712681483.216885, , , , , , -11.262678, , , 
1712681483.247279, , , , , , -11.071228, , , 
1712681483.277585, , , , , , -10.872790, , , 
1712681483.307867, , , , , , -10.690031, , , 
1712681483.337918, , , , , , -10.537542, , , 
1712681483.368304, , , , , , -10.427621, , , 
1712681483.398801, , , , , , -10.365727, , , 
1712681483.428582, , , , , , -10.377586, , , 
1712681483.459316, , , , , , -10.446177, , , 
1712681483.489694, , , , , , -10.555659, , , 
1712681483.519927, , , , , , -10.718340, , , 
1712681483.549662, , , , , , -10.897010, , , 
1712681483.580628, , , , , , -11.080764, , , 
1712681483.610887, , , , , , -11.248268, , , 
1712681483.641183, , , , , , -11.380237, , , 
1712681483.671485, , , , , , -11.467108, , , 
1712681483.701786, , , , , , -11.492775, , , 
1712681483.732078, , , , , , -11.418469, , , 
1712681483.762595, , , , , , -11.289624, , , 
1712681483.792703, , , , , , -11.120686, , , 
1712681483.823002, , , , , , -10.927346, , , 
1712681483.853311, , , , , , -10.731004, , , 
1712681483.883608, , , , , , -10.552711, , , 
1712681483.913914, , , , , , -10.403826, , , 
1712681483.944217, , , , , , -10.301945, , , 
1712681483.974513, , , , , , -10.250136, , , 
1712681484.004815, , , , , , -10.257927, , , 
1712681484.035120, , , , , , -10.331680, , , 
1712681484.065423, , , , , , -10.455843, , , 
1712681484.095724, , , , , , -10.613935, , , 
1712681484.126016, , , , , , -10.796807, , , 
1712681484.156328, , , , , , -10.974559, , , 
1712681484.186632, , , , , , -11.143985, , , 
1712681484.217798, , , , , , -11.275464, , , 
1712681484.247223, , , , , , -11.365451, , , 
1712681484.277567, , , , , , -11.382193, , , 
1712681484.308003, , , , , , -11.335208, , , 
1712681484.338207, , , , , , -11.234362, , , 
1712681484.367868, , , , , , -11.077273, , , 
1712681484.397926, , , , , , -10.887896, , , 
1712681484.429056, , , , , , -10.695073, , , 
1712681484.459448, , , , , , -10.505781, , , 
1712681484.489688, , , , , , -10.344734, , , 
1712681484.519981, , , , , , -10.221189, , , 
1712681484.550200, , , , , , -10.142048, , , 
1712681484.580502, , , , , , -10.133567, , , 
1712681484.610790, , , , , , -10.181363, , , 
1712681484.641195, , , , , , -10.276875, , , 
1712681484.671406, , , , , , -10.423287, , , 
1712681484.701713, , , , , , -10.594835, , , 
1712681484.732053, , , , , , -10.781162, , , 
1712681484.762247, , , , , , -10.958912, , , 
1712681484.792634, , , , , , -11.149841, , , 
1712681484.822978, , , , , , -11.245189, , , 
1712681484.853278, , , , , , -11.279199, , , 
1712681484.883698, , , , , , -11.250318, , , 
1712681484.914087, , , , , , -11.153602, , , 
1712681484.944334, , , , , , -11.011496, , , 
1712681484.974484, , , , , , -10.826338, , , 
1712681485.004792, , , , , , -10.633048, , , 
1712681485.035091, , , , , , -10.440285, , , 
1712681485.065391, , , , , , -10.271233, , , 
1712681485.095729, , , , , , -10.136639, , , 
1712681485.125994, , , , , , -10.045350, , , 
1712681485.156301, , , , , , -10.016052, , , 
1712681485.186601, , , , , , -10.042938, , , 
1712681485.216960, , , , , , -10.127727, , , 
1712681485.247324, , , , , , -10.257564, , , 
1712681485.277019, , , , , , -10.421956, , , 
1712681485.307713, , , , , , -10.608039, , , 
1712681485.338230, , , , , , -10.787807, , , 
1712681485.368059, , , , , , -10.951246, , , 
1712681485.397947, , , , , , -11.079833, , , 
1712681485.428571, , , , , , -11.161040, , , 
1712681485.459245, , , , , , -11.176169, , , 
1712681485.489642, , , , , , -11.127135, , , 
1712681485.519953, , , , , , -11.021803, , , 
1712681485.550154, , , , , , -10.864468, , , 
1712681485.580470, , , , , , -10.673012, , , 
1712681485.610876, , , , , , -10.478514, , , 
1712681485.640535, , , , , , -10.290254, , , 
1712681485.671379, , , , , , -10.127651, , , 
1712681485.701751, , , , , , -10.000922, , , 
1712681485.732039, , , , , , -9.905241, , , 
1712681485.761415, , , , , , -9.899097, , , 
1712681485.792635, , , , , , -9.963751, , , 
1712681485.822971, , , , , , -10.067688, , , 
1712681485.853058, , , , , , -10.219779, , , 
1712681485.883579, , , , , , -10.394507, , , 
1712681485.913853, , , , , , -10.577406, , , 
1712681485.944156, , , , , , -10.755572, , , 
1712681485.974461, , , , , , -10.902628, , , 
1712681486.004784, , , , , , -11.015554, , , 
1712681486.035194, , , , , , -11.070371, , , 
1712681486.065403, , , , , , -11.063238, , , 
1712681486.095821, , , , , , -10.987315, , , 
1712681486.125926, , , , , , -10.860680, , , 
1712681486.156266, , , , , , -10.691113, , , 
1712681486.186514, , , , , , -10.501591, , , 
1712681486.216927, , , , , , -10.302771, , , 
1712681486.247285, , , , , , -10.122053, , , 
1712681486.277544, , , , , , -9.969568, , , 
1712681486.307879, , , , , , -9.857166, , , 
1712681486.337621, , , , , , -9.792133, , , 
1712681486.368384, , , , , , -9.785263, , , 
1712681486.398687, , , , , , -9.843232, , , 
1712681486.428990, , , , , , -9.946236, , , 
1712681486.459388, , , , , , -10.088687, , , 
1712681486.489696, , , , , , -10.267780, , , 
1712681486.519933, , , , , , -10.451818, , , 
1712681486.550288, , , , , , -10.626052, , , 
1712681486.580498, , , , , , -10.786150, , , 
1712681486.610963, , , , , , -10.898984, , , 
1712681486.641271, , , , , , -10.966565, , , 
1712681486.672005, , , , , , -10.964167, , , 
1712681486.702122, , , , , , -10.901492, , , 
1712681486.732070, , , , , , -10.732841, , , 
1712681486.762312, , , , , , -10.557336, , , 
1712681486.792612, , , , , , -10.362436, , , 
1712681486.822912, , , , , , -10.170738, , , 
1712681486.853218, , , , , , -9.991282, , , 
1712681486.883519, , , , , , -9.842298, , , 
1712681486.913822, , , , , , -9.733963, , , 
1712681486.944123, , , , , , -9.677470, , , 
1712681486.974393, , , , , , -9.675660, , , 
1712681487.004728, , , , , , -9.731203, , , 
1712681487.034982, , , , , , -9.838743, , , 
1712681487.065371, , , , , , -9.990312, , , 
1712681487.095633, , , , , , -10.160057, , , 
1712681487.125939, , , , , , -10.346263, , , 
1712681487.156262, , , , , , -10.527605, , , 
1712681487.186645, , , , , , -10.675041, , , 
1712681487.216892, , , , , , -10.798252, , , 
1712681487.247673, , , , , , -10.859590, , , 
1712681487.277724, , , , , , -10.863922, , , 
1712681487.307699, , , , , , -10.801728, , , 
1712681487.338145, , , , , , -10.682255, , , 
1712681487.368252, , , , , , -10.525849, , , 
1712681487.398240, , , , , , -10.336186, , , 
1712681487.429048, , , , , , -10.138843, , , 
1712681487.459260, , , , , , -9.954123, , , 
1712681487.489600, , , , , , -9.791605, , , 
1712681487.519896, , , , , , -9.664475, , , 
1712681487.550170, , , , , , -9.582551, , , 
1712681487.580577, , , , , , -9.551687, , , 
1712681487.610768, , , , , , -9.585744, , , 
1712681487.641265, , , , , , -9.671095, , , 
1712681487.671374, , , , , , -9.791508, , , 
1712681487.701676, , , , , , -9.961112, , , 
1712681487.731999, , , , , , -10.143626, , , 
1712681487.762246, , , , , , -10.382654, , , 
1712681487.793123, , , , , , -10.547655, , , 
1712681487.823118, , , , , , -10.668659, , , 
1712681487.853345, , , , , , -10.752015, , , 
1712681487.883550, , , , , , -10.768083, , , 
1712681487.913759, , , , , , -10.722227, , , 
1712681487.944074, , , , , , -10.620452, , , 
1712681487.974351, , , , , , -10.465123, , , 
1712681488.004634, , , , , , -10.285905, , , 
1712681488.034905, , , , , , -10.090755, , , 
1712681488.065224, , , , , , -9.898680, , , 
1712681488.095578, , , , , , -9.728766, , , 
1712681488.125844, , , , , , -9.585665, , , 
1712681488.156119, , , , , , -9.489701, , , 
1712681488.186419, , , , , , -9.444119, , , 
1712681488.216713, , , , , , -9.454507, , , 
1712681488.247023, , , , , , -9.514661, , , 
1712681488.277359, , , , , , -9.631237, , , 
1712681488.307631, , , , , , -9.783128, , , 
1712681488.337940, , , , , , -9.956838, , , 
1712681488.368225, , , , , , -10.144302, , , 
1712681488.398347, , , , , , -10.318643, , , 
1712681488.428830, , , , , , -10.473076, , , 
1712681488.459134, , , , , , -10.591210, , , 
1712681488.489456, , , , , , -10.657050, , , 
1712681488.519738, , , , , , -10.661072, , , 
1712681488.550036, , , , , , -10.606793, , , 
1712681488.580340, , , , , , -10.495314, , , 
1712681488.610644, , , , , , -10.335275, , , 
1712681488.641003, , , , , , -10.149949, , , 
1712681488.671258, , , , , , -9.951906, , , 
1712681488.701577, , , , , , -9.763059, , , 
1712681488.731852, , , , , , -9.547771, , , 
1712681488.762157, , , , , , -9.423385, , , 
1712681488.792459, , , , , , -9.343971, , , 
1712681488.822760, , , , , , -9.322350, , , 
1712681488.853072, , , , , , -9.361830, , , 
1712681488.883374, , , , , , -9.444797, , , 
1712681488.913674, , , , , , -9.571173, , , 
1712681488.943977, , , , , , -9.737668, , , 
1712681488.974282, , , , , , -9.917178, , , 
1712681489.004581, , , , , , -10.101018, , , 
1712681489.034897, , , , , , -10.273855, , , 
1712681489.065201, , , , , , -10.414661, , , 
1712681489.095502, , , , , , -10.518961, , , 
1712681489.125799, , , , , , -10.564899, , , 
1712681489.156110, , , , , , -10.550397, , , 
1712681489.186437, , , , , , -10.477175, , , 
1712681489.216785, , , , , , -10.348360, , , 
1712681489.247048, , , , , , -10.182349, , , 
1712681489.277368, , , , , , -9.993452, , , 
1712681489.307644, , , , , , -9.796162, , , 
1712681489.338089, , , , , , -9.609216, , , 
1712681489.368178, , , , , , -9.448851, , , 
1712681489.398157, , , , , , -9.322444, , , 
1712681489.428991, , , , , , -9.244032, , , 
1712681489.458486, , , , , , -9.209139, , , 
1712681489.489620, , , , , , -9.234919, , , 
1712681489.519805, , , , , , -9.313818, , , 
1712681489.550072, , , , , , -9.437876, , , 
1712681489.580466, , , , , , -9.592887, , , 
1712681489.610712, , , , , , -9.773807, , , 
1712681489.641077, , , , , , -9.959571, , , 
1712681489.671315, , , , , , -10.130713, , , 
1712681489.701645, , , , , , -10.285036, , , 
1712681489.731951, , , , , , -10.394320, , , 
1712681489.762269, , , , , , -10.463105, , , 
1712681489.792569, , , , , , -10.449888, , , 
1712681489.823109, , , , , , -10.369145, , , 
1712681489.853139, , , , , , -10.240025, , , 
1712681489.883488, , , , , , -10.071687, , , 
1712681489.913735, , , , , , -9.878064, , , 
1712681489.944012, , , , , , -9.683999, , , 
1712681489.974014, , , , , , -9.501790, , , 
1712681490.004639, , , , , , -9.339783, , , 
1712681490.034973, , , , , , -9.213794, , , 
1712681490.064759, , , , , , -9.130328, , , 
1712681490.095621, , , , , , -9.093723, , , 
1712681490.125848, , , , , , -9.118933, , , 
1712681490.156152, , , , , , -9.194413, , , 
1712681490.186452, , , , , , -9.311814, , , 
1712681490.216808, , , , , , -9.471754, , , 
1712681490.247057, , , , , , -9.647091, , , 
1712681490.277462, , , , , , -9.830006, , , 
1712681490.307771, , , , , , -10.011660, , , 
1712681490.337657, , , , , , -10.162488, , , 
1712681490.368369, , , , , , -10.280024, , , 
1712681490.398433, , , , , , -10.353479, , , 
1712681490.429061, , , , , , -10.365889, , , 
1712681490.459148, , , , , , -10.317026, , , 
1712681490.489505, , , , , , -10.208246, , , 
1712681490.519885, , , , , , -10.056687, , , 
1712681490.550171, , , , , , -9.877665, , , 
1712681490.580470, , , , , , -9.684934, , , 
1712681490.610704, , , , , , -9.488199, , , 
1712681490.641074, , , , , , -9.313782, , , 
1712681490.671283, , , , , , -9.167156, , , 
1712681490.701586, , , , , , -9.058563, , , 
1712681490.731895, , , , , , -8.997046, , , 
1712681490.762313, , , , , , -8.985367, , , 
1712681490.792496, , , , , , -9.058875, , , 
1712681490.822795, , , , , , -9.161775, , , 
1712681490.853098, , , , , , -9.305893, , , 
1712681490.883403, , , , , , -9.479231, , , 
1712681490.913700, , , , , , -9.664297, , , 
1712681490.944006, , , , , , -9.845281, , , 
1712681490.974303, , , , , , -10.008208, , , 
1712681491.004767, , , , , , -10.144079, , , 
1712681491.034919, , , , , , -10.234308, , , 
1712681491.065214, , , , , , -10.265343, , , 
1712681491.095517, , , , , , -10.242172, , , 
1712681491.125819, , , , , , -10.155538, , , 
1712681491.156119, , , , , , -10.024440, , , 
1712681491.186422, , , , , , -9.856472, , , 
1712681491.216721, , , , , , -9.660913, , , 
1712681491.247502, , , , , , -9.470353, , , 
1712681491.277435, , , , , , -9.286759, , , 
1712681491.307711, , , , , , -9.123946, , , 
1712681491.337506, , , , , , -8.996428, , , 
1712681491.368238, , , , , , -8.907256, , , 
1712681491.398079, , , , , , -8.867804, , , 
1712681491.428078, , , , , , -8.885746, , , 
1712681491.459250, , , , , , -8.952197, , , 
1712681491.489558, , , , , , -9.062598, , , 
1712681491.519769, , , , , , -9.217362, , , 
1712681491.550009, , , , , , -9.389915, , , 
1712681491.580462, , , , , , -9.569314, , , 
1712681491.610652, , , , , , -9.753905, , , 
1712681491.641082, , , , , , -9.915404, , , 
1712681491.671263, , , , , , -10.047684, , , 
1712681491.701559, , , , , , -10.136823, , , 
1712681491.732070, , , , , , -10.166821, , , 
1712681491.762195, , , , , , -10.141109, , , 
1712681491.792483, , , , , , -10.053967, , , 
1712681491.822764, , , , , , -9.869845, , , 
1712681491.853067, , , , , , -9.691520, , , 
1712681491.883370, , , , , , -9.498697, , , 
1712681491.913671, , , , , , -9.302941, , , 
1712681491.943974, , , , , , -9.123424, , , 
1712681491.974273, , , , , , -8.971278, , , 
1712681492.004612, , , , , , -8.852210, , , 
1712681492.034880, , , , , , -8.779675, , , 
1712681492.065182, , , , , , -8.752728, , , 
1712681492.095462, , , , , , -8.779016, , , 
1712681492.125794, , , , , , -8.857554, , , 
1712681492.156174, , , , , , -8.980769, , , 
1712681492.186390, , , , , , -9.132201, , , 
1712681492.216694, , , , , , -9.314627, , , 
1712681492.246994, , , , , , -9.497540, , , 
1712681492.277300, , , , , , -9.672853, , , 
1712681492.307706, , , , , , -9.837911, , , 
1712681492.337932, , , , , , -9.960238, , , 
1712681492.368220, , , , , , -10.045179, , , 
1712681492.398601, , , , , , -10.067259, , , 
1712681492.428824, , , , , , -10.034230, , , 
1712681492.459114, , , , , , -9.947975, , , 
1712681492.489452, , , , , , -9.809302, , , 
1712681492.519690, , , , , , -9.638574, , , 
1712681492.549975, , , , , , -9.444709, , , 
1712681492.580337, , , , , , -9.252521, , , 
1712681492.610620, , , , , , -9.066968, , , 
1712681492.641034, , , , , , -8.902759, , , 
1712681492.671226, , , , , , -8.773135, , , 
1712681492.701618, , , , , , -8.683061, , , 
1712681492.731964, , , , , , -8.644825, , , 
1712681492.762231, , , , , , -8.653185, , , 
1712681492.792435, , , , , , -8.710574, , , 
1712681492.822711, , , , , , -8.861325, , , 
1712681492.853040, , , , , , -9.013307, , , 
1712681492.883435, , , , , , -9.188625, , , 
1712681492.913648, , , , , , -9.371338, , , 
1712681492.943939, , , , , , -9.555394, , , 
1712681492.974245, , , , , , -9.717070, , , 
1712681493.004562, , , , , , -9.846682, , , 
1712681493.034854, , , , , , -9.932274, , , 
1712681493.065155, , , , , , -9.969090, , , 
1712681493.095460, , , , , , -9.943850, , , 
1712681493.125760, , , , , , -9.862510, , , 
1712681493.156033, , , , , , -9.734229, , , 
1712681493.186366, , , , , , -9.569379, , , 
1712681493.216665, , , , , , -9.380167, , , 
1712681493.246964, , , , , , -9.181930, , , 
1712681493.277367, , , , , , -8.995329, , , 
1712681493.307570, , , , , , -8.827101, , , 
1712681493.337872, , , , , , -8.689314, , , 
1712681493.368262, , , , , , -8.585479, , , 
1712681493.398088, , , , , , -8.528826, , , 
1712681493.428869, , , , , , -8.530208, , , 
1712681493.458372, , , , , , -8.578090, , , 
1712681493.489443, , , , , , -8.665788, , , 
1712681493.519689, , , , , , -8.794758, , , 
1712681493.549991, , , , , , -8.956494, , , 
1712681493.580378, , , , , , -9.140349, , , 
1712681493.610592, , , , , , -9.322065, , , 
1712681493.640893, , , , , , -9.500183, , , 
1712681493.671199, , , , , , -9.654642, , , 
1712681493.701503, , , , , , -9.775072, , , 
1712681493.731888, , , , , , -9.849380, , , 
1712681493.762171, , , , , , -9.870399, , , 
1712681493.792512, , , , , , -9.827308, , , 
1712681493.822706, , , , , , -9.696038, , , 
1712681493.853049, , , , , , -9.543327, , , 
1712681493.883310, , , , , , -9.361913, , , 
1712681493.913616, , , , , , -9.167315, , , 
1712681493.943917, , , , , , -8.975326, , , 
1712681493.974219, , , , , , -8.796329, , , 
1712681494.004486, , , , , , -8.642684, , , 
1712681494.034819, , , , , , -8.519201, , , 
1712681494.065126, , , , , , -8.439314, , , 
1712681494.095430, , , , , , -8.412678, , , 
1712681494.125727, , , , , , -8.431845, , , 
1712681494.156031, , , , , , -8.494075, , , 
1712681494.186330, , , , , , -8.601641, , , 
1712681494.216660, , , , , , -8.750079, , , 
1712681494.246944, , , , , , -8.919999, , , 
1712681494.277349, , , , , , -9.101695, , , 
1712681494.307539, , , , , , -9.288664, , , 
1712681494.337844, , , , , , -9.455590, , , 
1712681494.368581, , , , , , -9.600015, , , 
1712681494.398038, , , , , , -9.708998, , , 
1712681494.428819, , , , , , -9.763194, , , 
1712681494.459008, , , , , , -9.768147, , , 
1712681494.489390, , , , , , -9.706409, , , 
1712681494.519749, , , , , , -9.595435, , , 
1712681494.549960, , , , , , -9.447651, , , 
1712681494.580382, , , , , , -9.268429, , , 
1712681494.610561, , , , , , -9.074845, , , 
1712681494.640980, , , , , , -8.881879, , , 
1712681494.671176, , , , , , -8.699465, , , 
1712681494.701559, , , , , , -8.543810, , , 
1712681494.731773, , , , , , -8.419144, , , 
1712681494.762100, , , , , , -8.333992, , , 
1712681494.792460, , , , , , -8.289393, , , 
1712681494.822677, , , , , , -8.318443, , , 
1712681494.853079, , , , , , -8.393113, , , 
1712681494.883335, , , , , , -8.508492, , , 
1712681494.913574, , , , , , -8.658420, , , 
1712681494.943892, , , , , , -8.834461, , , 
1712681494.974189, , , , , , -9.016509, , , 
1712681495.004492, , , , , , -9.197297, , , 
1712681495.034792, , , , , , -9.368504, , , 
1712681495.065107, , , , , , -9.506762, , , 
1712681495.095397, , , , , , -9.614575, , , 
1712681495.125720, , , , , , -9.664709, , , 
1712681495.156027, , , , , , -9.658987, , , 
1712681495.186354, , , , , , -9.602021, , , 
1712681495.216603, , , , , , -9.494188, , , 
1712681495.246910, , , , , , -9.346189, , , 
1712681495.277208, , , , , , -9.165433, , , 
1712681495.307600, , , , , , -8.970587, , , 
1712681495.337921, , , , , , -8.779147, , , 
1712681495.367527, , , , , , -8.594206, , , 
1712681495.397856, , , , , , -8.439233, , , 
1712681495.428724, , , , , , -8.310853, , , 
1712681495.458313, , , , , , -8.221920, , , 
1712681495.489441, , , , , , -8.180879, , , 
1712681495.519624, , , , , , -8.188914, , , 
1712681495.549972, , , , , , -8.240471, , , 
1712681495.580165, , , , , , -8.333748, , , 
1712681495.610555, , , , , , -8.471630, , , 
1712681495.640778, , , , , , -8.636627, , , 
1712681495.671085, , , , , , -8.811852, , , 
1712681495.701413, , , , , , -9.000905, , , 
1712681495.731695, , , , , , -9.179343, , , 
1712681495.761999, , , , , , -9.333774, , , 
1712681495.792428, , , , , , -9.462996, , , 
1712681495.823071, , , , , , -9.541056, , , 
1712681495.853212, , , , , , -9.573442, , , 
1712681495.883312, , , , , , -9.524802, , , 
1712681495.913582, , , , , , -9.427220, , , 
1712681495.943861, , , , , , -9.287503, , , 
1712681495.974155, , , , , , -9.112915, , , 
1712681496.004458, , , , , , -8.924319, , , 
1712681496.034765, , , , , , -8.727178, , , 
1712681496.065038, , , , , , -8.542602, , , 
1712681496.095366, , , , , , -8.374708, , , 
1712681496.125668, , , , , , -8.237587, , , 
1712681496.155968, , , , , , -8.136758, , , 
